,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
3857,30.0,1.7,0.25,0.02,1.11,6.23,7.38,28.0,14.4,75.0,1.7
3858,29.0,1.7,0.32,0.04,1.05,7.31,8.33,29.0,11.8,77.0,1.8
3859,29.0,1.7,0.31,0.13,1.14,7.97,9.03,30.0,10.5,80.0,1.3
3860,28.0,1.7,0.34,0.15,1.23,8.3,9.57,23.0,10.5,79.0,1.3
3861,28.0,1.7,0.27,0.15,1.17,8.74,10.06,18.0,5.3,80.0,1.3
3862,28.0,1.7,0.25,0.07,1.26,8.86,10.14,18.0,5.3,82.0,1.2
3863,27.0,1.7,0.22,0.06,1.32,8.34,9.64,25.0,10.5,83.0,1.3
3864,27.0,1.8,0.2,0.08,1.0,7.12,8.09,22.0,7.9,83.0,2.2
3865,27.0,1.7,0.15,0.07,0.96,5.25,6.2,20.0,11.8,86.0,1.3
3866,26.0,1.7,0.15,0.3,1.04,5.02,6.03,15.0,10.5,84.0,2.0
3867,26.0,1.7,0.18,0.15,1.12,4.99,6.09,19.0,22.2,85.0,1.9
3868,26.0,1.7,0.25,0.23,1.24,5.24,6.42,29.0,18.3,86.0,3.0
3869,26.0,1.7,0.26,0.09,1.31,5.89,7.17,26.0,11.8,89.0,1.8
3870,26.0,1.7,0.21,0.07,1.4,5.77,7.16,26.0,7.9,90.0,1.2
3871,26.0,1.7,0.28,0.11,1.92,6.19,8.13,17.0,13.1,90.0,1.3
3872,26.0,1.7,0.34,0.17,2.58,6.82,9.47,28.0,13.1,87.0,1.3
3873,26.0,1.7,0.31,0.21,2.82,6.29,9.12,28.0,10.5,86.0,2.6
3874,26.0,1.7,0.3,0.2,2.41,5.54,7.99,27.0,18.3,87.0,2.0
3875,27.0,1.7,0.4,0.22,2.16,6.07,8.18,21.0,19.6,88.0,2.0
3876,26.0,1.7,0.34,0.19,2.09,5.64,7.71,24.0,26.1,89.0,1.8
3877,26.0,1.7,0.3,0.15,2.12,5.06,7.13,20.0,9.2,89.0,1.4
3878,26.0,1.7,0.24,0.21,2.05,5.22,7.28,16.0,7.9,87.0,1.5
3879,26.0,1.7,0.22,0.13,2.16,5.54,7.74,11.0,5.3,89.0,1.2
3880,26.0,1.7,0.27,0.2,2.0,5.91,7.79,10.0,5.3,87.0,1.4
3881,27.0,1.7,0.39,0.25,1.95,7.21,9.07,9.0,9.2,83.0,1.7
3882,27.0,1.7,0.36,0.28,1.95,9.35,11.28,15.0,9.2,82.0,1.7
3883,27.0,1.7,0.27,0.14,1.96,9.94,11.87,21.0,5.3,83.0,2.1
3884,26.0,1.7,0.22,0.08,1.55,8.52,10.08,25.0,7.9,86.0,1.5
3885,25.0,1.7,0.17,0.03,1.46,6.44,7.95,19.0,13.1,90.0,1.0
3886,25.0,1.7,0.17,0.06,1.45,6.1,7.51,12.0,13.1,90.0,1.4
3887,26.0,1.7,0.2,0.05,1.15,4.85,6.04,3.0,7.9,91.0,1.2
3888,26.0,1.7,0.13,-0.01,1.14,5.38,6.64,2.0,7.9,90.0,1.0
3889,26.0,1.7,0.12,0.0,1.07,3.73,4.81,5.0,7.9,91.0,0.8
3890,25.0,1.7,0.14,0.15,1.09,3.23,4.29,15.0,9.2,91.0,1.2
3891,25.0,1.7,0.14,0.03,0.79,3.73,4.5,15.0,5.3,91.0,1.2
3892,25.0,1.7,0.11,0.01,0.69,2.98,3.64,13.0,5.3,91.0,0.9
3893,25.0,1.7,0.12,-0.02,0.78,3.5,4.27,5.0,5.3,92.0,0.7
3894,26.0,1.7,0.15,0.02,0.72,3.85,4.58,10.0,11.8,92.0,0.8
3895,25.33,1.74,0.14,0.03,0.93,4.66,5.57,12.5,8.914,92.67,1.54
3896,25.44,1.74,0.16,0.04,1.06,5.46,6.5,24.0,10.5,92.22,1.45
3897,26.0,1.7,0.33,0.14,1.26,6.3,7.56,21.0,5.3,91.0,1.0
3898,25.0,1.7,0.2,0.04,1.35,7.9,9.15,21.0,15.7,92.0,0.8
3899,25.0,1.7,0.37,0.13,1.39,7.18,8.56,22.0,10.5,92.0,0.8
3900,26.0,1.7,0.41,0.18,1.38,6.59,7.96,27.0,7.9,92.0,1.2
3901,26.0,1.7,0.36,0.14,1.27,5.66,6.92,24.0,5.3,91.0,1.2
3902,26.0,1.7,0.23,0.09,1.34,6.12,7.49,18.0,5.3,90.0,0.9
3903,26.0,1.7,0.24,0.06,1.54,6.2,7.72,10.0,5.3,90.0,0.7
3904,26.0,1.7,0.24,0.09,1.52,6.56,8.15,15.0,5.3,87.0,0.9
3905,26.0,1.7,0.29,0.09,1.63,7.06,8.83,16.0,5.3,86.0,0.9
3906,27.0,1.7,0.3,0.1,2.23,9.64,11.95,17.0,5.3,81.0,0.9
3907,26.0,1.7,0.31,0.09,1.88,9.47,11.34,16.0,5.3,80.0,1.0
3908,26.0,1.7,0.27,0.08,1.93,9.02,10.92,11.0,5.3,83.0,1.0
3909,26.0,1.7,0.31,0.08,1.69,7.66,9.45,20.0,5.3,84.0,1.3
3910,26.0,1.7,0.42,0.11,1.37,7.53,8.98,22.0,5.3,82.0,2.6
3911,26.0,1.7,0.41,0.15,0.91,6.65,7.53,34.0,18.3,81.0,2.1
3912,26.0,1.7,0.26,0.05,0.84,5.66,6.47,28.0,26.1,81.0,1.7
3913,26.0,1.7,0.15,0.03,0.81,5.13,5.95,21.0,23.5,86.0,2.4
3914,26.0,1.7,0.15,0.0,0.77,4.39,5.15,19.0,13.1,89.0,2.5
3915,25.0,1.7,0.13,0.02,1.2,3.19,4.38,15.0,5.3,90.0,2.2
3916,25.0,1.7,0.09,0.02,1.05,3.25,4.29,22.0,5.3,90.0,2.3
3917,26.0,1.7,0.11,0.02,1.41,3.42,4.78,16.0,5.3,87.0,2.2
3918,26.0,1.7,0.16,0.03,1.77,4.75,6.49,17.0,10.5,84.0,2.2
3919,28.0,1.7,0.21,0.04,2.38,5.06,7.35,21.0,15.7,78.0,2.6
3920,30.0,1.7,0.24,0.04,2.38,4.22,6.61,28.0,9.2,74.0,3.1
3921,28.0,1.7,0.27,0.08,2.2,4.16,6.33,28.0,11.8,85.0,2.5
3922,27.0,1.7,0.29,0.09,2.11,4.56,6.65,28.0,15.7,86.0,2.3
3923,29.0,1.7,0.26,0.07,2.46,4.96,7.49,29.0,19.6,86.0,2.3
3924,29.0,1.6,0.17,0.01,2.41,4.56,7.0,35.0,11.8,84.0,2.2
3925,26.0,1.6,0.11,-0.02,1.7,4.3,6.02,31.0,5.3,90.0,2.1
3926,27.0,1.6,0.1,-0.02,1.88,5.39,7.23,29.0,7.9,89.0,2.1
3927,26.0,1.7,0.22,0.03,1.93,5.52,7.5,23.0,7.9,88.0,2.1
3928,26.0,1.7,0.26,0.06,1.73,5.16,6.88,22.0,14.4,88.0,2.2
3929,26.0,1.7,0.24,0.05,1.79,7.07,8.86,14.0,9.2,88.0,2.2
3930,26.0,1.7,0.32,0.1,2.0,8.32,10.3,15.0,14.4,88.0,2.2
3931,26.0,1.7,0.33,0.1,1.56,8.64,10.14,19.0,5.3,88.0,2.3
3932,26.0,1.7,0.28,0.07,1.64,8.28,10.02,19.0,5.3,87.0,2.3
3933,26.0,1.7,0.29,0.08,2.15,9.87,11.85,27.0,5.3,85.0,2.3
3934,27.0,1.7,0.41,0.28,1.91,9.06,11.11,33.0,23.5,82.0,2.9
3935,27.0,1.7,0.32,0.17,1.47,7.06,8.56,39.0,31.3,81.0,3.2
3936,27.0,1.8,0.21,0.05,1.43,7.54,9.05,35.0,36.5,83.0,2.5
3937,27.0,1.8,0.16,0.07,1.23,5.48,6.71,28.0,15.7,83.0,1.9
3938,26.0,1.7,0.13,0.02,1.33,3.56,4.87,21.0,10.5,85.0,1.9
3939,26.0,1.7,0.14,0.02,1.34,4.33,5.65,27.0,11.8,89.0,1.8
3940,26.0,1.7,0.14,-0.01,1.31,3.48,4.76,22.0,10.5,90.0,1.8
3941,26.0,1.8,0.25,0.06,1.72,4.16,5.91,30.0,9.2,91.0,2.2
3942,28.0,1.7,0.15,-0.01,2.0,5.61,7.66,23.0,10.5,89.0,1.9
3943,28.0,1.7,0.24,0.01,2.77,8.13,10.9,26.0,13.1,87.0,1.7
3944,26.0,1.7,0.2,0.0,2.13,6.66,8.77,28.0,13.1,91.0,1.7
3945,25.0,1.7,0.42,0.58,2.17,7.49,9.67,37.0,13.1,90.0,2.3
3946,25.0,1.7,0.4,0.53,4.53,8.85,13.34,45.0,23.5,91.0,2.5
3947,26.0,1.7,0.27,0.26,5.3,7.26,12.52,44.0,23.5,88.0,1.9
3948,26.0,1.7,0.21,0.09,2.98,6.28,9.17,17.11,11.319,87.0,1.97
3949,25.0,1.7,0.19,0.21,2.33,5.29,7.59,26.0,18.3,91.0,1.63
3950,25.0,1.7,0.27,0.59,2.14,6.99,9.09,21.0,5.3,92.0,2.9
3951,25.0,1.7,0.29,0.53,2.91,8.58,11.4,18.0,5.3,90.0,3.4
3952,25.0,1.7,0.45,0.8,13.0,23.0,36.0,21.0,10.5,87.0,4.5
3953,26.0,1.8,0.9,1.28,27.0,30.0,57.0,30.0,22.2,87.0,6.1
3954,26.0,1.8,0.68,1.11,10.0,23.0,33.0,38.0,23.5,87.0,4.4
3955,26.0,1.8,0.84,1.23,20.0,26.0,46.0,38.0,23.5,86.0,6.6
3956,26.0,2.0,1.54,2.41,51.0,28.0,79.0,42.0,22.2,87.0,8.0
3957,25.0,1.9,0.85,1.31,25.0,21.0,46.0,44.0,27.4,87.0,7.1
3958,25.0,1.9,0.63,0.86,17.0,18.0,36.0,45.0,27.4,87.0,6.2
3959,25.0,1.9,0.47,1.06,10.0,17.0,27.0,38.0,27.4,86.0,5.5
3960,26.0,1.9,0.35,0.8,5.1,15.0,20.0,36.0,27.4,85.0,6.2
3961,26.0,1.8,0.25,0.22,3.1,14.0,17.0,37.0,27.4,83.0,3.6
3962,25.0,1.7,0.13,0.39,1.3,7.0,8.3,33.0,27.4,85.0,1.6
3963,25.0,1.7,0.12,0.3,1.02,4.52,5.48,28.0,27.4,86.0,1.0
3964,25.0,1.7,0.17,0.33,1.04,5.71,6.7,25.0,27.4,87.0,1.0
3965,26.0,1.7,0.23,0.28,-0.4,9.7,9.4,27.0,27.4,87.0,1.3
3966,26.0,1.7,0.32,0.2,2.8,13.0,16.0,28.0,27.4,87.0,3.1
3967,27.0,1.7,0.66,0.35,8.2,16.0,24.0,23.0,26.1,87.0,4.0
3968,27.0,1.7,0.76,0.59,7.9,20.0,27.0,31.0,28.7,88.0,3.5
3969,29.0,1.7,0.63,0.71,13.0,21.0,34.0,32.0,36.5,85.0,4.0
3970,30.0,1.6,0.26,0.18,0.5,7.2,7.7,42.0,33.9,78.0,1.4
3971,31.0,1.6,0.13,0.04,2.07,4.67,6.78,39.0,28.7,76.0,0.6
3972,31.0,1.6,0.13,0.02,1.9,3.75,5.63,20.0,17.0,75.0,0.7
3973,31.0,1.6,0.13,0.04,1.67,3.48,5.18,21.0,15.7,74.0,0.8
3974,31.0,1.6,0.13,0.05,-0.4,2.7,2.3,31.0,15.7,74.0,0.9
3975,31.0,1.6,0.14,0.04,1.64,3.5,5.08,42.0,15.7,72.0,0.8
3976,31.0,1.6,0.22,0.13,-0.4,4.9,4.5,38.0,13.1,73.0,0.8
3977,31.0,1.6,0.38,0.23,0.9,7.2,8.0,39.0,5.3,73.0,0.7
3978,30.0,1.6,0.56,0.73,4.6,19.0,24.0,32.0,14.4,76.0,3.5
3979,30.0,1.7,0.59,1.23,6.3,21.0,27.0,42.0,18.3,79.0,6.1
3980,29.0,1.7,0.58,0.83,2.5,20.0,23.0,47.0,28.7,81.0,3.5
3981,29.0,1.7,0.45,0.59,1.0,17.0,18.0,50.0,22.2,82.0,3.4
3982,29.0,1.7,0.33,0.37,0.1,14.0,14.0,42.0,26.1,80.0,2.2
3983,28.0,1.7,0.35,0.25,0.4,14.0,15.0,36.0,19.6,79.0,2.2
3984,28.0,1.7,0.31,0.52,-0.1,14.0,14.0,41.0,24.8,87.0,3.0
3985,27.0,1.8,0.3,0.6,-0.1,14.0,14.0,41.0,19.6,87.0,2.2
3986,27.0,1.8,0.21,0.59,-0.3,11.0,11.0,46.0,19.6,88.0,2.2
3987,27.0,1.7,0.2,0.3,1.1,5.2,6.3,35.0,22.2,89.0,1.7
3988,27.0,1.7,0.24,0.28,1.06,4.92,5.97,33.0,24.8,88.0,1.9
3989,27.0,1.7,0.25,0.36,0.6,12.0,13.0,30.0,24.8,88.0,1.9
3990,27.0,1.7,0.31,0.42,5.0,15.0,19.0,35.0,22.2,88.0,2.9
3991,28.0,1.7,0.61,0.41,7.2,16.0,24.0,37.0,22.2,86.0,2.7
3992,27.0,1.7,0.56,0.64,8.2,19.0,28.0,34.0,24.8,89.0,2.5
3993,29.0,1.7,0.46,0.72,13.0,22.0,36.0,43.0,28.7,85.0,5.0
3994,31.0,1.6,0.29,0.28,3.9,11.0,14.0,46.0,23.5,78.0,2.2
3995,31.0,1.6,0.18,0.08,0.4,5.4,5.8,50.0,14.4,73.0,1.2
3996,32.0,1.6,0.13,0.03,-0.4,3.1,2.7,39.0,18.3,68.0,0.9
3997,32.0,1.6,0.12,0.04,1.96,2.64,4.62,36.0,22.2,67.0,0.6
3998,32.0,1.6,0.13,0.07,-0.4,3.7,3.3,30.0,30.0,66.0,0.9
3999,32.0,1.6,0.16,0.1,0.2,4.9,5.1,25.0,17.0,68.0,0.7
4000,32.0,1.6,0.21,0.23,1.5,6.9,8.4,21.0,9.2,68.0,0.9
4001,32.0,1.6,0.39,0.38,3.3,12.0,15.0,37.0,15.7,69.0,2.4
4002,31.0,1.6,0.4,0.43,2.5,12.0,15.0,34.0,14.4,73.0,2.2
4003,30.0,1.7,0.48,0.95,4.0,19.0,23.0,47.0,15.7,78.0,5.9
4004,30.0,1.7,0.5,0.9,3.4,19.0,23.0,39.0,13.1,79.0,5.9
4005,30.0,1.7,0.5,1.03,1.8,18.0,20.0,48.0,22.2,78.0,4.9
4006,30.0,1.7,0.43,0.76,0.2,15.0,15.0,40.0,31.3,77.0,4.7
4007,29.0,1.8,0.47,0.73,5.7,20.0,26.0,41.0,24.8,80.0,6.4
4008,29.0,1.9,0.55,0.91,10.0,23.0,33.0,43.0,37.8,81.0,7.7
4009,29.0,1.8,0.36,0.77,2.2,20.0,22.0,47.0,37.8,81.0,6.3
4010,29.0,1.7,0.18,0.6,1.27,8.12,9.27,51.0,33.9,81.0,4.4
4011,28.0,1.8,0.32,0.33,1.8,16.0,18.0,44.0,22.2,86.0,5.3
4012,27.0,1.8,0.28,0.26,1.1,14.0,15.0,43.0,13.1,87.0,3.3
4013,27.0,1.7,0.2,0.16,0.0,9.8,9.8,34.0,26.1,89.0,1.8
4014,27.0,1.7,0.27,0.18,2.7,13.0,16.0,33.0,24.8,90.0,1.8
4015,28.0,1.7,0.63,0.34,12.0,16.0,28.0,27.0,19.6,87.0,3.3
4016,28.0,1.7,0.63,0.66,8.8,20.0,29.0,21.0,9.2,86.0,3.5
4017,27.0,1.6,0.27,0.34,2.9,12.0,15.0,26.0,14.4,89.0,1.8
4018,31.0,1.6,0.26,0.19,3.0,10.0,13.0,23.0,17.0,77.0,1.8
4019,32.0,1.6,0.14,0.05,-0.1,4.0,3.9,30.0,14.4,69.0,1.2
4020,32.0,1.6,0.12,0.02,2.19,3.34,5.49,25.0,9.2,68.0,1.0
4021,32.0,1.6,0.1,0.02,2.18,2.48,4.66,29.0,14.4,68.0,1.1
4022,32.0,1.6,0.1,0.02,2.06,2.47,4.51,25.0,22.2,67.0,1.0
4023,32.0,1.6,0.11,0.02,1.94,2.41,4.35,25.0,23.5,67.0,1.1
4024,32.0,1.6,0.16,0.06,-0.1,5.0,4.9,20.0,28.7,67.0,1.5
4025,32.0,1.6,0.24,0.09,-0.1,5.9,5.8,27.0,24.8,68.0,1.4
4026,31.0,1.6,0.23,0.08,2.01,6.37,8.3,25.0,22.2,75.0,1.3
4027,30.0,1.6,0.29,0.1,1.98,6.86,8.82,28.0,14.4,76.0,1.3
4028,30.0,1.6,0.53,0.62,2.6,15.0,17.0,29.0,14.4,78.0,2.4
4029,30.0,1.6,0.41,0.57,1.3,13.0,14.0,39.0,11.8,79.0,2.4
4030,30.0,1.6,0.38,0.62,0.3,13.0,13.0,37.0,14.4,80.0,3.1
4031,29.0,1.7,0.34,0.61,-0.1,13.0,13.0,34.0,14.4,81.0,3.4
4032,29.0,1.7,0.28,0.45,0.4,14.0,15.0,32.0,22.2,83.0,3.3
4033,28.0,1.8,0.28,0.33,2.7,14.0,17.0,42.0,18.3,85.0,4.5
4034,28.0,1.8,0.24,0.74,1.2,12.0,13.0,48.0,18.3,86.0,3.7
4035,28.0,1.8,0.21,0.66,1.9,11.0,13.0,46.0,22.2,85.0,4.8
4036,28.0,1.8,0.26,0.45,2.5,11.0,13.0,34.0,23.5,84.0,2.1
4037,27.0,1.8,0.26,0.36,4.6,11.0,15.0,32.0,19.6,84.0,3.0
4038,28.0,1.8,0.36,0.32,9.7,10.0,20.0,32.0,23.5,80.0,5.1
4039,30.0,1.7,0.54,0.34,11.0,11.0,22.0,37.0,24.8,76.0,6.3
4040,31.0,1.7,0.41,0.49,3.38,6.14,9.63,40.0,33.9,73.0,5.2
4041,31.0,1.6,0.26,0.28,5.0,7.9,13.0,40.0,28.7,70.0,3.4
4042,32.0,1.6,0.19,0.12,2.01,5.88,7.85,38.0,18.3,70.0,2.0
4043,32.0,1.6,0.14,0.04,1.44,4.11,5.56,34.0,18.3,69.0,1.2
4044,33.0,1.6,0.15,0.04,1.54,3.55,5.08,24.0,22.2,67.0,0.9
4045,33.0,1.6,0.14,0.04,1.53,3.2,4.71,22.0,27.4,64.0,0.8
4046,33.0,1.6,0.13,0.04,1.8,2.2,4.0,16.0,15.7,66.0,1.0
4047,32.0,1.6,0.11,0.02,1.8,1.9,3.7,21.0,11.8,69.0,0.8
4048,32.0,1.6,0.13,0.03,2.3,1.7,4.0,24.0,19.6,70.0,1.0
4049,31.0,1.6,0.19,0.05,2.2,3.3,5.4,26.0,19.6,70.0,0.8
4050,31.0,1.6,0.21,0.07,1.4,3.9,5.4,22.0,15.7,72.0,0.8
4051,30.0,1.6,0.28,0.09,1.9,5.7,7.6,16.0,7.9,74.0,0.9
4052,30.0,1.6,0.38,0.21,3.4,8.1,12.0,14.0,13.1,75.0,1.0
4053,30.0,1.7,0.47,0.97,5.4,15.0,20.0,22.0,17.0,76.0,3.6
4054,30.0,1.7,0.39,0.57,3.9,18.0,21.0,30.0,15.7,79.0,4.1
4055,29.0,1.8,0.41,0.58,3.0,20.0,23.0,44.0,15.7,81.0,5.2
4056,29.0,1.7,0.33,0.61,2.8,15.0,18.0,41.0,17.0,80.0,4.8
4057,29.0,1.8,0.33,0.57,2.8,17.0,20.0,44.0,22.2,82.0,4.6
4058,28.0,1.8,0.3,0.74,2.0,13.0,15.0,37.0,24.8,83.0,3.6
4059,28.0,1.8,0.28,0.46,3.75,11.12,14.78,36.0,22.2,84.0,3.5
4060,28.0,1.8,0.25,0.31,0.2,16.0,16.0,26.0,22.2,85.0,5.8
4061,28.0,1.7,0.25,0.27,0.4,13.0,14.0,29.0,11.8,84.0,3.3
4062,28.0,1.7,0.34,0.24,7.0,14.0,21.0,32.0,18.3,82.0,6.1
4063,30.0,1.7,0.38,0.25,8.3,16.0,25.0,40.0,15.7,74.0,7.1
4064,31.0,1.6,0.21,0.1,2.4,10.0,12.0,33.0,22.2,70.0,5.1
4065,32.0,1.6,0.14,0.04,2.71,7.28,9.93,30.0,14.4,66.0,2.3
4066,33.0,1.6,0.11,0.04,1.87,4.28,6.16,28.0,11.8,64.0,1.0
4067,33.0,1.6,0.09,0.03,1.92,3.21,5.12,30.0,11.8,64.0,0.8
4068,33.0,1.6,0.09,0.02,1.84,2.81,4.64,22.0,11.8,64.0,0.7
4069,33.0,1.6,0.07,0.01,1.84,2.53,4.36,13.0,13.1,66.0,1.1
4070,33.0,1.6,0.07,0.01,1.92,2.27,4.19,14.0,9.2,67.0,0.9
4071,33.0,1.6,0.07,0.02,1.92,2.22,4.15,13.0,10.5,66.0,0.9
4072,32.0,1.6,0.08,0.02,2.16,2.77,4.9,18.0,10.5,69.0,1.1
4073,32.0,1.6,0.11,0.02,2.03,3.02,5.08,12.0,15.7,70.0,1.1
4074,31.0,1.6,0.11,0.02,1.72,4.88,6.62,17.0,15.7,72.0,1.1
4075,31.0,1.6,0.15,0.05,1.55,6.45,8.11,9.0,10.5,75.0,1.3
4076,31.0,1.6,0.16,0.06,1.68,8.5,10.18,6.0,5.3,76.0,1.3
4077,31.0,1.6,0.13,0.04,1.83,8.49,10.31,12.0,5.3,75.0,1.2
4078,30.0,1.6,0.09,0.02,1.84,8.66,10.5,24.0,9.2,78.0,1.0
4079,30.0,1.6,0.07,0.01,2.05,9.01,11.11,27.0,14.4,74.0,1.1
4080,30.0,1.6,0.11,0.06,1.93,9.33,11.33,20.0,7.9,78.0,1.2
4081,29.0,1.8,0.14,0.06,1.56,9.43,10.8,18.0,5.3,83.0,1.9
4082,29.0,2.2,0.16,0.07,2.54,9.8,12.31,22.0,5.3,86.0,1.8
4083,28.0,2.1,0.14,0.06,3.58,9.42,12.94,26.0,11.8,85.0,2.1
4084,28.0,2.0,0.18,0.08,3.0,8.65,11.71,28.0,22.2,83.0,3.0
4085,28.0,1.8,0.21,0.13,-0.2,14.0,14.0,27.0,22.2,82.0,3.1
4086,29.0,1.7,0.21,0.11,2.2,11.0,13.0,23.0,15.7,80.0,2.7
4087,30.0,1.7,0.21,0.07,2.6,10.0,13.0,19.0,17.0,76.0,3.2
4088,31.0,1.6,0.18,0.03,1.6,8.1,9.7,20.0,22.2,70.0,2.7
4089,32.0,1.6,0.17,0.03,3.64,5.35,9.0,25.0,19.6,65.0,2.3
4090,22.0,1.6,0.19,0.03,3.4,5.72,9.02,33.2,19.73,60.0,2.2
4091,14.0,1.68,0.15,0.06,1.81,4.89,6.67,34.1,19.6,63.1,3.39
4092,34.0,1.68,0.16,0.07,1.48,4.57,6.07,36.3,62.5,62.0,3.8
4093,34.0,1.68,0.14,0.04,1.33,3.68,4.99,36.6,43.0,65.0,3.4
4094,32.0,1.68,0.14,0.04,1.21,3.62,4.85,36.8,30.0,77.0,2.6
4095,29.0,1.68,0.23,0.06,1.39,4.69,6.06,32.7,11.8,87.0,2.0
4096,30.0,1.68,0.19,0.06,1.29,5.28,6.6,30.8,5.3,83.0,2.5
4097,27.0,1.68,0.23,0.09,1.08,7.19,8.13,28.0,9.2,85.0,2.2
4098,27.0,1.72,0.33,0.11,1.34,10.65,12.15,27.6,11.8,82.0,2.2
4099,27.0,1.78,0.35,0.15,-0.3,17.0,17.0,31.0,14.4,82.0,2.2
4100,27.0,1.8,0.43,0.17,0.5,25.0,26.0,31.2,15.7,83.0,2.8
4101,27.0,1.92,0.42,0.16,1.0,20.0,21.0,30.5,22.2,84.0,3.0
4102,27.0,1.92,0.48,0.14,0.9,23.0,24.0,35.2,30.0,84.0,3.2
4103,27.0,1.92,0.47,0.11,1.9,21.0,23.0,37.0,22.2,82.0,3.4
4104,27.0,2.0,0.32,0.11,1.36,10.41,11.69,38.4,15.7,84.0,2.1
4105,27.0,2.0,0.27,0.08,1.2,9.86,11.03,34.1,10.5,82.0,0.1
4106,27.0,2.2,0.22,0.08,1.71,8.89,10.46,36.0,14.4,82.0,-0.4
4107,27.0,2.28,0.17,0.09,-0.5,6.0,5.5,38.8,10.5,81.0,-0.4
4108,26.0,2.12,0.15,0.12,-0.2,5.9,5.7,45.7,5.3,81.0,-0.1
4109,26.0,2.42,0.17,0.15,1.0,7.4,8.4,47.4,5.3,81.0,-0.2
4110,27.0,2.18,0.29,0.15,6.9,9.6,16.0,49.3,5.3,80.0,0.1
4111,29.0,1.88,0.39,0.15,10.0,13.0,23.0,47.5,18.3,75.0,1.1
4112,30.0,1.78,0.33,0.12,3.6,10.0,14.0,46.9,22.2,73.0,1.9
4113,31.0,1.76,0.24,0.1,0.9,7.5,8.4,48.8,30.0,69.0,1.4
4114,32.0,1.74,0.24,0.09,0.2,7.5,7.7,48.3,28.7,65.0,1.6
4115,32.6,1.72,0.24,0.08,1.79,7.13,8.92,47.2,32.6,62.6,4.14
4116,33.2,1.68,0.22,0.09,1.31,6.29,7.61,35.0,46.9,61.4,4.13
4117,33.0,1.68,0.19,0.08,1.37,6.09,7.49,53.0,39.1,65.0,4.27
4118,33.0,1.7,0.21,0.07,0.3,8.9,9.2,56.0,41.7,62.0,4.36
4119,33.0,1.66,0.14,0.06,1.7,10.0,12.0,48.0,22.2,63.0,4.38
4120,32.0,1.67,0.13,0.06,1.3,6.0,7.3,38.0,23.5,67.0,3.46
4121,30.0,1.68,0.44,0.09,4.7,14.0,19.0,27.0,11.8,70.0,2.11
4122,29.0,1.5,0.35,0.32,1.41,9.11,10.61,32.0,18.3,69.0,1.75
4123,28.0,1.5,0.34,0.39,1.4,9.76,11.25,33.0,15.7,75.0,1.48
4124,28.0,1.7,0.36,0.4,1.47,10.55,11.96,33.0,22.2,75.0,1.8
4125,28.0,1.7,0.39,0.34,1.51,10.31,11.89,26.0,14.4,73.0,1.65
4126,28.0,1.7,0.39,0.29,1.7,13.0,14.0,33.0,15.7,73.0,1.85
4127,28.0,1.8,0.3,0.29,1.9,13.0,15.0,29.0,9.2,75.0,2.23
4128,26.8,1.98,0.22,0.15,1.53,10.13,11.72,34.2,19.86,80.5,2.63
4129,26.7,1.88,0.2,0.12,1.45,9.14,10.71,33.6,18.04,81.1,2.22
4130,26.7,1.94,0.17,0.09,1.43,8.11,9.49,34.9,18.17,80.5,2.12
4131,26.5,1.94,0.17,0.08,1.96,8.75,10.66,35.7,15.83,80.3,2.07
4132,26.4,2.14,0.19,0.09,2.1,9.18,11.29,37.8,16.272,81.5,2.21
4133,26.3,2.22,0.22,0.13,3.31,9.84,13.06,41.0,16.74,82.9,2.77
4134,27.3,2.2,0.3,0.17,8.43,9.17,17.78,42.9,20.64,80.4,3.35
4135,29.2,1.94,0.36,0.17,8.6,10.11,18.78,43.0,20.51,73.5,4.33
4136,31.1,1.72,0.28,0.11,6.0,9.17,15.11,45.0,17.0,68.3,5.31
4137,32.0,1.6,0.47,0.25,5.6,15.0,21.0,47.0,18.3,61.0,4.36
4138,34.0,1.6,0.35,0.22,3.7,12.0,16.0,48.0,18.3,58.0,3.93
4139,33.0,1.6,0.32,0.1,1.2,8.8,10.0,46.0,31.3,61.0,4.04
4140,33.0,1.62,0.17,0.06,1.42,5.56,7.01,34.0,31.3,64.0,3.83
4141,33.0,1.66,0.17,0.05,1.39,4.32,5.66,24.0,31.3,64.0,3.21
4142,33.0,1.64,0.12,0.04,1.6,3.62,5.23,19.0,13.1,67.0,2.27
4143,33.0,1.66,0.09,0.06,1.5,1.5,3.0,20.0,10.5,67.0,1.89
4144,32.0,1.6,0.13,0.01,0.7,2.7,3.4,22.0,9.2,73.0,1.95
4145,31.0,1.6,0.13,0.01,0.4,3.9,4.2,24.0,10.5,74.0,1.87
4146,31.0,1.6,0.13,0.01,0.1,4.9,5.0,27.0,11.8,74.0,1.92
4147,31.0,1.7,0.38,0.28,1.5,16.0,17.0,34.0,19.6,73.0,2.16
4148,30.0,1.8,0.51,0.56,1.9,20.0,22.0,33.0,19.6,73.0,2.19
4149,30.0,1.7,0.41,0.49,2.13,13.8,15.76,36.0,22.2,74.0,2.35
4150,30.0,1.8,0.39,0.69,4.5,20.0,24.0,36.0,14.4,75.0,2.66
4151,29.0,1.8,0.31,0.61,1.7,15.0,17.0,38.0,17.0,77.0,2.63
4152,28.0,1.98,0.2,0.12,1.14,8.88,10.07,36.7,17.39,84.4,2.28
